competitor_id,name,country,country_code,abbreviation
54609,"Arias, Boris",Bolivia,BOL,ARI
157396,"Veldheer, Mick",Netherlands,NLD,VEL
25458,"Martinez, Luis David",Venezuela,VEN,MAR
90080,"Khachanov, Karen",Neutral,,KHA
69910,"Bergevi, Filip",Sweden,SWE,BER
16573,"Demoliner, Marcelo",Brazil,BRA,DEM
42151,"Nam, Ji Sung",Republic of Korea,KOR,NAM
234044,"Kirkov, Vasil",USA,USA,KIR
46391,"Struff, Jan-Lennard",Germany,DEU,STR
134610,"Blumberg, William",USA,USA,BLU
296270,"Stevenson, David",Great Britain,GBR,STE
111607,"Ingildsen, Johannes",Denmark,DNK,ING
838776,"Tracy, James",USA,USA,TRA
263917,"Draxl, Liam",Canada,CAN,DRA
146040,"Gomez, Federico Agustin",Argentina,ARG,GOM
256001,"Ho, Ray",Chinese Taipei,TPE,RAY
44637,"Rodriguez, Cristian",Colombia,COL,ROC
52951,"Pel, David",Netherlands,NLD,PEL
405977,"Schoolkate, Tristan",Australia,AUS,SCH
39712,"Saville, Luke",Australia,AUS,SAV
243522,"Paul, Jakub",Switzerland,CHE,PAU
58877,"Ramanathan, Ramkumar",India,IND,RAM
92845,"Goldhoff, George",USA,USA,GOL
122368,"Griekspoor, Tallon",Netherlands,NLD,GRI
548169,"Yuzuki, Takeru",Japan,JPN,YUZ
15809,"Martin, Fabrice",France,FRA,MAR
78387,"Hach Verdugo, Hans",Mexico,MEX,HAC
240880,"Hilderbrand, Trey",USA,USA,HIL
393598,"Cash, Robert",USA,USA,CAS
119140,"Ellis, Blake",Australia,AUS,ELL
113889,"Liutarevich, Ivan",Neutral,,LIU
95923,"Paris, Joshua",Great Britain,GBR,PAR
52260,"Vega, David",Spain,ESP,VEG
110707,"Pichler, David",Austria,AUT,PIC
450383,"Harper, Cleeve",Canada,CAN,HAR
124708,"Cukierman, Daniel",Israel,ISR,CUK
342826,"Trotter, James Kent",Japan,JPN,TRO
98981,"Jecan, Alexandru",Romania,ROU,JEC
216502,"Broom, Charles",Great Britain,GBR,BRO
96859,"Lock, Benjamin",Zimbabwe,ZWE,LOC
195458,"Added, Dan",France,FRA,ADD
145008,"Uesugi, Kaito",Japan,JPN,UES
297502,"Bayldon, Blake",Australia,AUS,BAY
112061,"Walkow, Szymon",Poland,POL,WAL
122366,"Tsitsipas, Stefanos",Greece,GRC,TSI
15275,"Matsui, Toshihide",Japan,JPN,MAT
136042,"Fritz, Taylor",USA,USA,FRI
390480,"Watanabe, Seita",Japan,JPN,WAT
218344,"Lawson, Alex",USA,USA,LAW
297448,"Kiger, Mac",USA,USA,KIG
204495,"Vocel, Matej",Czechia,CZE,VOC
43319,"Duran, Guillermo",Argentina,ARG,DUR
84301,"Reese, Hunter",USA,USA,REE
250231,"Shimizu, Yuta",Japan,JPN,SHI
55745,"Negritu, Christoph",Germany,DEU,NEG
141882,"Blancaneaux, Geoffrey",France,FRA,BLA
58989,"Sabanov, Matej",Serbia,SRB,SAB
55293,"Sabanov, Ivan",Serbia,SRB,SAB
628218,"Karol, Milos",Slovakia,SVK,KAR
64920,"Myneni, Saketh",India,IND,MYN
280601,"Oberleitner, Neil",Austria,AUT,OBE
50148,"Puttergill, Calum",Australia,AUS,PUT
72420,"Merino, Alexander",Peru,PER,MER
359602,"Musetti, Lorenzo",Italy,ITA,MUS
59700,"Isaro, Pruchya",Thailand,THA,ISA
25021,"Cervantes, Inigo",Spain,ESP,CER
82579,"Uchida, Kaichi",Japan,JPN,UCH
84671,"Britto, Luis",Brazil,BRA,BRI
380004,"Harper, Patrick",Australia,AUS,HAR
671637,"Fils, Arthur",France,FRA,FIL
227358,"Walton, Adam",Australia,AUS,WAL
263865,"Reynolds, Finn",New Zealand,NZL,REY
295508,"Vrbensky, Michael",Czechia,CZE,VRB
102339,"Van de Zandschulp, Botic",Netherlands,NLD,VAN
155860,"Lock, Courtney John",Zimbabwe,ZWE,LOC
530317,"Rincon, Daniel",Spain,ESP,RIN
422955,"Sanchez, Luca",France,FRA,SAN
221556,"Alves, Mateus",Brazil,BRA,ALV
108767,"Hassan, Benjamin",Lebanon,LBN,HAS
106395,"Ricca, Giorgio",Italy,ITA,RIC
96629,"Duncan, Scott",Great Britain,GBR,DUN
193930,"Sigouin, Benjamin",Canada,CAN,SIG
100069,"Sachko, Vitaliy",Ukraine,UKR,SAC
206879,"Eubanks, Christopher",USA,USA,EUB
89632,"Jarry, Nicolas",Chile,CHL,JAR
257721,"Baez, Sebastian",Argentina,ARG,BAE
169496,"Etcheverry, Tomas Martin",Argentina,ARG,ETC
145108,"Bertola, Remy",Switzerland,CHE,BER
396126,"Barnat, Jiri",Czechia,CZE,BAR
539343,"Kym, Jerome",Switzerland,CHE,KYM
284801,"Boyer, Tristan",USA,USA,BOY
161448,"Jones, Ben",Great Britain,GBR,JON
880089,"Pereira, Tiago",Portugal,PRT,PER
124930,"Safiullin, Roman",Neutral,,SAF
121122,"Freund, Simon",Sweden,SWE,FRE
99043,"Wang, Aoran",China,CHN,WAN
168420,"Andrade, Andres",Ecuador,ECU,AND
284805,"Nava, Emilio",USA,USA,NAV
534043,"Darderi, Luciano",Italy,ITA,DAR
99377,"Kestelboim, Mariano",Argentina,ARG,KES
82133,"Dellien, Murkel",Bolivia,BOL,DEV
53483,"Masur, Daniel",Germany,DEU,MAS
448357,"Spizzirri, Eliot",USA,USA,SPI
17359,"Oswald, Philipp",Austria,AUT,OSW
48225,"Dutra Da Silva, Daniel",Brazil,BRA,DUT
132834,"Barrios Vera, Marcelo Tomas",Chile,CHL,BAR
289021,"Charlton, Joshua",Australia,AUS,CHA
428657,"Shelbayh, Abdullah",Jordan,JOR,SHE
96535,"Virgili, Augusto",Italy,ITA,VIR
163538,"Donski, Alexander",Bulgaria,BGR,DON
163438,"Sun, Fajing",China,CHN,SUN
145112,"Huesler, Marc-Andrea",Switzerland,CHE,HUE
185434,"Rodriguez Taverna, Santiago",Argentina,ARG,ROD
395828,"Saraiva Dos Santos, Paulo Andre",Brazil,BRA,SAR
